record_id,source,issue_type,decision,reason,original_value,corrected_value
trains#12724,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12727,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12728,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12729,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12730,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12755,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12756,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12759,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12760,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12785,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12789,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12790,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12791,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12792,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12793,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12794,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12802,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12805,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12806,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12811,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12812,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12813,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12814,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12816,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12817,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12818,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12819,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12820,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12821,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12822,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12827,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12828,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12829,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12830,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12831,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12832,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12833,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12834,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#40017,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#55104,trains,TYPE_STANDARDISED,MAP,Mapped 'Pass' -> 'Passenger',Pass,Passenger
trains#55104,trains,DISTANCE_ISSUE,INVESTIGATE,Distance is zero — possible data error,0,
trains#55117,trains,TYPE_STANDARDISED,MAP,Mapped 'Pass' -> 'Passenger',Pass,Passenger
trains#55121,trains,TYPE_STANDARDISED,MAP,Mapped 'Pass' -> 'Passenger',Pass,Passenger
trains#55122,trains,TYPE_STANDARDISED,MAP,Mapped 'Pass' -> 'Passenger',Pass,Passenger
trains#55124,trains,TYPE_STANDARDISED,MAP,Mapped 'Pass' -> 'Passenger',Pass,Passenger
trains#12779,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12780-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12781,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12787,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12788,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12801,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12804,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12807,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12808,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12815,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12823,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12824,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12825,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12837,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12838,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12839,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12841,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12842,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12845,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#40019,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#12887,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12886,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12885,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12883,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12882,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12881,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12872,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12873,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12874,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12875,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12876,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12877,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12780,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12843,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12844,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12879,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12884,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12880,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12891,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12888,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12893,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12892,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12895,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12894,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12897,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12896,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12903,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12898,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12908,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12906-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12911,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12910,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12913,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12912,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12919,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12914,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12921,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12920,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12923,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12922,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12925,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12924,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12925-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12926,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12927,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12928,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12929,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12930,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12935,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12936,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12937,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12938,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12939,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12940,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#40025,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#58115,trains,TYPE_STANDARDISED,MAP,Mapped 'Pass' -> 'Passenger',Pass,Passenger
trains#12901,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12902,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12907,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12909,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12915,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12916,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12917,trains,TYPE_STANDARDISED,MAP,Mapped 'SKr' -> 'Sampark Kranti',SKr,Sampark Kranti
trains#12933,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12934,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12943,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12944,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12945,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12947,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12948,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12949,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12951,trains,TYPE_STANDARDISED,MAP,Mapped 'Raj' -> 'Rajdhani',Raj,Rajdhani
trains#12955,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12956,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12959,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12960,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12961,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12962,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12965,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12966,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12967,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12968,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12969,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12970,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12971,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12973,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12974,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12975,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12976,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12977,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12978,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12979,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12981,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12982,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12983,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12984,trains,TYPE_STANDARDISED,MAP,Mapped 'GR' -> 'Garib Rath',GR,Garib Rath
trains#12988,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12989,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12990,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12991,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12992,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#40027,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#40033,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#40055,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#58610,trains,TYPE_STANDARDISED,MAP,Mapped 'Pass' -> 'Passenger',Pass,Passenger
trains#12941,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12942,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12954,trains,TYPE_STANDARDISED,MAP,Mapped 'Raj' -> 'Rajdhani',Raj,Rajdhani
trains#12957,trains,TYPE_STANDARDISED,MAP,Mapped 'Raj' -> 'Rajdhani',Raj,Rajdhani
trains#12958,trains,TYPE_STANDARDISED,MAP,Mapped 'Raj' -> 'Rajdhani',Raj,Rajdhani
trains#12963,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12964,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12995,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12996,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12997,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#12998,trains,TYPE_STANDARDISED,MAP,Mapped 'SF' -> 'Superfast',SF,Superfast
trains#13005,trains,TYPE_STANDARDISED,MAP,Mapped 'Mail' -> 'Mail/Express',Mail,Mail/Express
trains#13007,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13008-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13009,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13009-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13010,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13011,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13012,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13015,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13017,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13018,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13019,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13020,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13021,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13022,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13023,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13025,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13026,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13027,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13028,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13039,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13040,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13049,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13050,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13051,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13052,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13054,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13072,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13104,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13105,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13106,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13107,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13108,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13109,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13110,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13111,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13111-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#40035,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#40059,trains,TYPE_STANDARDISED,MAP,Mapped 'MEMU' -> 'MEMU',MEMU,MEMU
trains#13008,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13013,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13014,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13016,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13024,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13112,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13113,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13114,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13117,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13118,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13133,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13134,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13141,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13141-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13142,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13145,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13146,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13147,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13148,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13149,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13150,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13152,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13153-Slip,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13154,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13156,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13159,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13160,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13161,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13162,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13163,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13164,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13185,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13186,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13188,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13202,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13225,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13226,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13233,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13234,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13237,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13238,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13239,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13240,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13241,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13242,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13243,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
trains#13248,trains,TYPE_STANDARDISED,MAP,Mapped 'Exp' -> 'Express',Exp,Express
