number,name,type,type_canonical,zone,from_station_code,from_station_name,to_station_code,to_station_name,distance,duration_h,duration_m,arrival,departure,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car
59473,ADI - PTN PASSENGER,Pass,Passenger,WR,ADI,AHMEDABAD JN,PTN,PATAN,107,3,5,06:35:00,03:30:00,59474,0,0,0,0,0,0
59474,PATAN - AHMEDABAD PASSENGER,Pass,Passenger,WR,PTN,PATAN,ADI,AHMEDABAD JN,106,3,35,23:35:00,20:00:00,59473,0,0,0,0,0,0
59475,Mahesana Patan Passenger,Pass,Passenger,WCR,MSH,MAHESANA JN,PTN,PATAN,40,0,55,11:10:00,10:15:00,59476,0,0,0,0,0,0
59476,Patan Mehsana Passenger,Pass,Passenger,WCR,PTN,PATAN,MSH,MAHESANA JN,40,1,0,13:05:00,12:05:00,59475,0,0,0,0,0,0
59477,Mahesana Patan Passenger,Pass,Passenger,WCR,MSH,MAHESANA JN,PTN,PATAN,40,0,55,16:15:00,15:20:00,59476,0,0,0,0,0,0
59478,Patan Mehsana Passenger,Pass,Passenger,WCR,PTN,PATAN,MSH,MAHESANA JN,40,0,55,18:00:00,17:05:00,59477,0,0,0,0,0,0
59481,Haldighati Passenger,Pass,Passenger,WCR,MSH,MAHESANA JN,PTN,PATAN,40,0,55,19:25:00,18:30:00,59482,0,0,0,0,0,0
59482,Patan Mahesana Passenger,Pass,Passenger,WCR,PTN,PATAN,MSH,MAHESANA JN,40,0,55,07:50:00,06:55:00,59481,0,0,0,0,0,0
59483,AHMEDABAD PATAN PASS,Pass,Passenger,WCR,MSH,MAHESANA JN,PTN,PATAN,40,0,55,06:35:00,05:40:00,59484,0,0,0,0,0,0
59484,Patan Mahesana DMU,Pass,Passenger,WCR,PTN,PATAN,MSH,MAHESANA JN,40,0,55,21:20:00,20:25:00,59483,0,0,0,0,0,0
59503,Viramgam Okha Fast Passenger,Pass,Passenger,WR,VG,VIRAMGAM JN,OKHA,OKHA,429,13,0,00:35:00,11:35:00,59504,0,0,0,0,0,0
59504,Okha Viramgam Fast Passenger,Pass,Passenger,WR,OKHA,OKHA,VG,VIRAMGAM JN,429,13,35,16:35:00,03:00:00,59503,0,0,0,0,0,0
59509,Mahesana Viramgam Passenger,Pass,Passenger,WR,MSH,MAHESANA JN,VG,VIRAMGAM JN,66,1,55,10:20:00,08:25:00,59510,0,0,0,0,0,0
59510,Viramgam Mahesana Passenger,Pass,Passenger,WR,VG,VIRAMGAM JN,MSH,MAHESANA JN,66,1,55,07:55:00,06:00:00,59509,0,0,0,0,0,0
59511,Mahesana Viramgam,Pass,Passenger,WR,MSH,MAHESANA JN,VG,VIRAMGAM JN,66,1,55,21:15:00,19:20:00,59512,0,0,0,0,0,0
59512,Viramgam Mahesana,Pass,Passenger,WR,VG,VIRAMGAM JN,MSH,MAHESANA JN,66,1,55,18:20:00,16:25:00,59511,0,0,0,0,0,0
59547,Ahmedabad Okha Passenger,Pass,Passenger,WR,ADI,AHMEDABAD JN,OKHA,OKHA,499,17,10,05:10:00,12:00:00,59548,1,0,0,0,0,0
59548,Okha Ahmedabad Passenger,Pass,Passenger,WR,OKHA,OKHA,ADI,AHMEDABAD JN,499,16,0,14:10:00,22:10:00,59547,1,0,0,0,0,0
59601,Beawar Ajmer Passenger,Pass,Passenger,NWR,BER,BEAWAR,AII,AJMER JN,53,1,20,09:05:00,07:45:00,59602,0,0,0,0,0,0
59602,Ajmer Beawar Passenger,Pass,Passenger,NWR,AII,AJMER JN,BER,BEAWAR,53,1,20,19:10:00,17:50:00,59601,0,0,0,0,0,0
59603,Ajmer Udaipur Passenger,Pass,Passenger,NWR,AII,AJMER JN,UDZ,UDAIPUR CITY,300,8,55,16:55:00,08:00:00,59604,0,0,0,0,0,0
59604,Udaipur Ajmer Passenger,Pass,Passenger,NWR,UDZ,UDAIPUR CITY,AII,AJMER JN,300,8,20,18:00:00,09:40:00,59603,0,0,0,0,0,0
59605,Chittaurgarh Udaipur Passenger,Pass,Passenger,NWR,COR,CHITTAURGARH,UDZ,UDAIPUR CITY,114,2,50,08:35:00,05:45:00,59606,0,0,0,0,0,0
59606,Udaipur Chittaurgarh Passenger,Pass,Passenger,NWR,UDZ,UDAIPUR CITY,COR,CHITTAURGARH,114,3,5,22:35:00,19:30:00,59605,0,0,0,0,0,0
59702,Hisar-Jaipur Passenger,Pass,Passenger,NWR,HSR,Hisar,JP,JAIPUR,368,9,45,09:15:00,23:30:00,59701,1,0,0,0,0,0
59703,Hisar Rewari Passenger,Pass,Passenger,NWR,HSR,Hisar,RE,REWARI,143,3,45,10:05:00,06:20:00,59704,0,0,0,0,0,0
59704,Gondia Durg Passenger,Pass,Passenger,NWR,RE,REWARI,HSR,Hisar,143,3,45,21:15:00,17:30:00,59703,0,0,0,0,0,0
51239,Amla Betul Passenger,Pass,Passenger,WCR,AMLA,AMLA JN,BZU,BETUL,23,0,35,07:40:00,07:05:00,51240,0,0,0,0,0,0
59394,Habibganj Dahod Fast Pass,Pass,Passenger,WR,HBJ,HABIBGANJ,DHD,DAHOD,400,11,0,22:50:00,11:50:00,59393,0,0,0,0,0,1
59705,Suratgarh Jaipur Passenger,Pass,Passenger,NWR,SOG,SURATGARH JN,JP,JAIPUR,562,15,45,22:00:00,06:15:00,59706,0,0,0,0,0,0
59707,ANUPGARH - SURATGARH Passenger,Pass,Passenger,NWR,APH,ANUPGARH,SOG,SURATGARH JN,76,1,50,12:25:00,10:35:00,59708,0,0,0,0,0,0
59708,SURATGARH - ANUPGARH Passenger,Pass,Passenger,NWR,SOG,SURATGARH JN,APH,ANUPGARH,76,1,55,10:05:00,08:10:00,59707,0,0,0,0,0,0
59709,APH-SOG  PASSANGER,Pass,Passenger,NWR,APH,ANUPGARH,SOG,SURATGARH JN,76,1,40,18:40:00,17:00:00,59708,0,0,0,0,0,0
59710,Suratgarh Anupgarh Passenger,Pass,Passenger,NWR,SOG,SURATGARH JN,APH,ANUPGARH,76,1,45,16:35:00,14:50:00,59709,0,0,0,0,0,0
59711,Bhatinda Suratgarh Passenger,Pass,Passenger,NWR,BTI,BHATINDA JN,SOG,SURATGARH JN,142,3,40,18:25:00,14:45:00,59712,0,0,0,0,0,0
59712,Suratgarh Bhatinda Passenger,Pass,Passenger,NWR,SOG,SURATGARH JN,BTI,BHATINDA JN,142,3,35,12:35:00,09:00:00,59711,0,0,0,0,0,0
59713,Phulera Jaipur Passenger,Pass,Passenger,NWR,FL,PHULERA JN,JP,JAIPUR,55,1,15,08:15:00,07:00:00,59714,0,0,0,0,0,0
59714,Jaipur Phulera Passenger,Pass,Passenger,NWR,JP,JAIPUR,FL,PHULERA JN,55,1,30,19:55:00,18:25:00,59713,0,0,0,0,0,0
59715,Phulera Rewari Passenger,Pass,Passenger,NWR,FL,PHULERA JN,RE,REWARI,216,5,0,08:30:00,03:30:00,59716,0,0,0,0,0,0
59716,Rewari Phulera Passenger,Pass,Passenger,NWR,RE,REWARI,FL,PHULERA JN,216,5,0,10:30:00,05:30:00,59715,0,0,0,0,0,0
59717,Phulera Rewari Passenger,Pass,Passenger,NWR,FL,PHULERA JN,RE,REWARI,216,4,50,21:50:00,17:00:00,59716,0,0,0,0,0,0
59718,Rewari Phulera Passenger,Pass,Passenger,NWR,RE,REWARI,FL,PHULERA JN,216,4,50,23:55:00,19:05:00,59717,0,0,0,0,0,0
59721,Jaipur Hisar Passenger,Pass,Passenger,NWR,JP,JAIPUR,HSR,Hisar,369,8,25,13:40:00,05:15:00,59722,0,0,0,0,0,0
59722,Hisar - Jaipur Fast Passenger,Pass,Passenger,NWR,HSR,Hisar,JP,JAIPUR,369,8,45,22:55:00,14:10:00,59721,0,0,0,0,0,0
59723,Rewari Sadulpur Passenger,Pass,Passenger,NWR,RE,REWARI,HSR,Hisar,211,5,0,12:15:00,07:15:00,59724,1,0,0,0,0,0
59724,Sadulpur Rewari Passenger,Pass,Passenger,NWR,HSR,Hisar,RE,REWARI,211,5,20,18:05:00,12:45:00,59723,1,0,0,0,0,0
59725,Rewari Sadulpur Passenger,Pass,Passenger,NWR,RE,REWARI,HSR,Hisar,211,5,25,00:20:00,18:55:00,59726,1,0,0,0,0,0
59726,Sadulpur Rewari Passenger,Pass,Passenger,NWR,HSR,Hisar,RE,REWARI,211,5,25,06:10:00,00:45:00,59725,1,0,0,0,0,0
59801,Kota Jaipur Passenger,Pass,Passenger,WR,KOTA,KOTA JN,JP,JAIPUR,240,4,45,04:30:00,23:45:00,,1,1,1,0,0,0
59802,Jaipur Nagda Fast Passenger,Pass,Passenger,WR,JP,JAIPUR,NAD,NAGDA JN,465,11,45,11:15:00,23:30:00,,1,1,1,0,0,0
59805,Bayana Jaipur Fast Passenger,Pass,Passenger,WR,JP,JAIPUR,BXN,BAYANA JN,273,6,20,13:05:00,06:45:00,59806,0,0,0,0,0,0
59806,Jaipur Bayana Fast Passenger,Pass,Passenger,WR,BXN,BAYANA JN,JP,JAIPUR,273,6,20,20:10:00,13:50:00,59805,0,0,0,0,0,0
59811,Haldighati Passenger,Pass,Passenger,WR,RTM,RATLAM JN,AF,AGRA FORT,694,21,15,06:00:00,08:45:00,59812,1,0,0,0,0,0
59812,Haldighati Passenger,Pass,Passenger,WR,AF,AGRA FORT,RTM,RATLAM JN,694,20,55,16:00:00,19:05:00,59811,1,0,0,0,0,0
59813,Kota Agra Yamuna Bridge Passenger,Pass,Passenger,WR,KOTA,KOTA JN,JAB,YAMUNA BRIDGE AGRA,336,10,10,17:25:00,07:15:00,,0,0,0,0,0,0
59814,Agra Fort Bayana Passenger,Pass,Passenger,WR,AF,AGRA FORT,KOTA,KOTA JN,333,9,15,17:15:00,08:00:00,,0,0,0,0,0,0
59821,KOTA - BHIND Passenger,Pass,Passenger,WCR,KOTA,KOTA JN,BIX,BHIND,495,16,35,14:40:00,22:05:00,59822,1,0,0,0,0,0
59822,BHIND - KOTA PASSENGER,Pass,Passenger,WCR,BIX,BHIND,KOTA,KOTA JN,500,15,5,09:15:00,18:10:00,59821,1,0,0,0,0,0
59831,Vadodara Kota Passenger,Pass,Passenger,WR,BRC,VADODARA JN,KOTA,KOTA JN,526,15,0,22:15:00,07:15:00,59832,0,0,0,0,0,0
59833,Kota Nimach Passenger,Pass,Passenger,WR,KOTA,KOTA JN,NMH,NIMACH,227,7,15,06:00:00,22:45:00,59834,0,0,0,0,0,0
59834,Nimach Kota Passenger,Pass,Passenger,WR,NMH,NIMACH,KOTA,KOTA JN,227,6,30,05:00:00,22:30:00,59833,0,0,0,0,0,0
59835,Nimach Udaipur Passenger,Pass,Passenger,WR,NMH,NIMACH,UDZ,UDAIPUR CITY,170,4,25,11:40:00,07:15:00,59836,0,0,0,0,0,0
59836,Udaipur Nimach Passenger,Pass,Passenger,WR,UDZ,UDAIPUR CITY,NMH,NIMACH,170,4,45,19:50:00,15:05:00,59835,0,0,0,0,0,0
61135,Badnera Amravati Passenger,MEMU,MEMU,CR,BD,BADNERA JN,AMI,Amravati,6,0,15,01:45:00,01:30:00,,0,0,0,0,0,0
63153,JASIDIH BAIDYANATH PASS,Pass,Passenger,?,JSME,JASIDIH JN,BDME,Baidyanathdham Deoghar,6,0,20,08:45:00,08:25:00,63154,0,0,0,0,0,0
63154,BAIDYANATH JASIDIH PASS,Pass,Passenger,?,BDME,Baidyanathdham Deoghar,JSME,JASIDIH JN,6,0,20,09:50:00,09:30:00,63155,0,0,0,0,0,0
63155,JASIDIH BAIDYANATH PASS,Pass,Passenger,?,JSME,JASIDIH JN,BDME,Baidyanathdham Deoghar,6,0,20,10:20:00,10:00:00,63156,0,0,0,0,0,0
63156,BAIDYANATH JASIDIH PASS,Pass,Passenger,ER,BDME,Baidyanathdham Deoghar,JSME,JASIDIH JN,6,0,20,11:10:00,10:50:00,63157,0,0,0,0,0,0
63157,Jasidih Baidyanathdham Passenger,MEMU,MEMU,ER,JSME,JASIDIH JN,BDME,Baidyanathdham Deoghar,6,0,19,12:45:00,12:26:00,63156,0,0,0,0,0,0
63160,BAIDYANATH JASIDIH PASS,Pass,Passenger,?,BDME,Baidyanathdham Deoghar,JSME,JASIDIH JN,6,0,20,15:50:00,15:30:00,63161,0,0,0,0,0,0
63161,JASIDIH BAIDYANATH PASS,Pass,Passenger,?,JSME,JASIDIH JN,BDME,Baidyanathdham Deoghar,6,0,20,17:00:00,16:40:00,63162,0,0,0,0,0,0
63162,BAIDYANATH JASIDIH PASS,Pass,Passenger,ER,BDME,Baidyanathdham Deoghar,JSME,JASIDIH JN,6,0,20,17:30:00,17:10:00,63161,0,0,0,0,0,0
63163,JASIDIH BAIDYANATH PASS,Pass,Passenger,?,JSME,JASIDIH JN,BDME,Baidyanathdham Deoghar,6,0,20,18:05:00,17:45:00,63164,0,0,0,0,0,0
63164,BAIDYANATH JASIDIH PASS,Pass,Passenger,ER,BDME,Baidyanathdham Deoghar,JSME,JASIDIH JN,6,0,20,18:45:00,18:25:00,63165,0,0,0,0,0,0
63165,JASIDIH BAIDYANATH PASS,Pass,Passenger,?,JSME,JASIDIH JN,BDME,Baidyanathdham Deoghar,6,0,20,20:10:00,19:50:00,63166,0,0,0,0,0,0
63167,JASIDIH BAIDYANATH PASS,Pass,Passenger,ER,JSME,JASIDIH JN,BDME,Baidyanathdham Deoghar,6,0,15,23:05:00,22:50:00,63166,0,0,0,0,0,0
63168,BAIDYANATH JASIDIH PASS,Pass,Passenger,ER,BDME,Baidyanathdham Deoghar,JSME,JASIDIH JN,6,0,15,23:45:00,23:30:00,63167,0,0,0,0,0,0
63207,Jhajha Patna Passenger MEMU,MEMU,MEMU,ECR,JAJ,JHAJHA,PNBE,PATNA JN,176,6,15,11:50:00,05:35:00,63208,0,0,0,0,0,0
63208,Patna Jhajha Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,JAJ,JHAJHA,176,6,10,14:40:00,08:30:00,63207,0,0,0,0,0,0
63209,Jhajha Patna MEMU,MEMU,MEMU,ECR,JAJ,JHAJHA,PNBE,PATNA JN,176,6,35,13:35:00,07:00:00,63208,0,0,0,0,0,0
63210,PATNA - JHAJHA Passenger,MEMU,MEMU,ECR,PNBE,PATNA JN,JAJ,JHAJHA,176,5,45,17:20:00,11:35:00,63211,0,0,0,0,0,0
63211,JASIDIH - PATNA MEMU,MEMU,MEMU,ECR,JSME,JASIDIH JN,PNBE,PATNA JN,176,6,40,23:40:00,17:00:00,63210,0,0,0,0,0,0
63212,Patna-Jhajha Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,JAJ,JHAJHA,176,6,5,20:35:00,14:30:00,63211,0,0,0,0,0,0
63217,Mokama Danapur Passenger,MEMU,MEMU,ECR,MKA,MOKAMEH JN,DNR,DANAPUR,99,3,25,09:30:00,06:05:00,63218,0,0,0,0,0,0
63218,Danapur Mokameh passenger,MEMU,MEMU,ECR,DNR,DANAPUR,MKA,MOKAMEH JN,99,3,25,21:45:00,18:20:00,63217,0,0,0,0,0,0
63219,Danapur Ara MEMU,MEMU,MEMU,ECR,DNR,DANAPUR,RPR,RAGHUNATHPUR,76,2,15,12:05:00,09:50:00,,0,0,0,0,0,0
63220,Ara Danapur Passenger,MEMU,MEMU,ECR,RPR,RAGHUNATHPUR,PNBE,PATNA JN,85,3,5,18:05:00,15:00:00,,0,0,0,0,0,0
63223,Patna Ara Passenger DEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,ARA,ARA,49,1,50,22:20:00,20:30:00,63224,0,0,0,0,0,0
63224,Ara Patna MEMU,MEMU,MEMU,ECR,ARA,ARA,PNBE,PATNA JN,49,1,40,05:10:00,03:30:00,63223,0,0,0,0,0,0
63225,Patna Buxar Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,BXR,BUXAR,117,3,15,15:35:00,12:20:00,63226,0,0,0,0,0,0
63226,Buxar Patna Passenger,MEMU,MEMU,ECR,BXR,BUXAR,PNBE,PATNA JN,117,3,50,19:50:00,16:00:00,63227,0,0,0,0,0,0
63227,Patna Buxar Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,BXR,BUXAR,117,3,20,11:00:00,07:40:00,63226,0,0,0,0,0,0
63228,Baxur Patna Passenger MEMU,MEMU,MEMU,ECR,BXR,BUXAR,PNBE,PATNA JN,117,4,55,23:35:00,18:40:00,63227,0,0,0,0,0,0
63229,Buxar Mughal Sarai Passenger MEMU,MEMU,MEMU,ECR,BXR,BUXAR,MGS,MUGHAL SARAI JN,94,3,45,15:15:00,11:30:00,63230,0,0,0,0,0,0
63230,Mughal Sarai Buxar Passenger,MEMU,MEMU,ECR,MGS,MUGHAL SARAI JN,BXR,BUXAR,94,2,45,18:30:00,15:45:00,63229,0,0,0,0,0,0
63231,Patna Buxar Passenger DMU,MEMU,MEMU,ECR,PNBE,PATNA JN,BXR,BUXAR,117,4,5,23:40:00,19:35:00,63232,0,0,0,0,0,0
63232,Buxar Patna Passenger,MEMU,MEMU,ECR,BXR,BUXAR,PNBE,PATNA JN,117,4,0,10:30:00,06:30:00,63231,0,0,0,0,0,0
63243,Patna Gaya Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,GAYA,GAYA JN,92,3,25,10:25:00,07:00:00,63242,0,0,0,0,0,0
63244,Gaya Patna Passenger MEMU,MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,92,3,30,09:15:00,05:45:00,63243,0,0,0,0,0,0
63245,Patna Gaya Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,GAYA,GAYA JN,92,3,10,11:40:00,08:30:00,63244,0,0,0,0,0,0
63246,Gaya Patna Passenger MEMU,MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,92,3,10,13:40:00,10:30:00,63245,0,0,0,0,0,0
63247,Patna Gaya Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,GAYA,GAYA JN,92,2,45,13:15:00,10:30:00,63246,0,0,0,0,0,0
63248,Gaya Patna Passenger MEMU,MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,92,3,25,14:55:00,11:30:00,63247,0,0,0,0,0,0
63249,Patna Gaya Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,GAYA,GAYA JN,92,3,0,17:30:00,14:30:00,63248,0,0,0,0,0,0
63250,Gaya Patna Passenger MEMU,MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,92,2,55,15:20:00,12:25:00,63249,0,0,0,0,0,0
63251,Patna Gaya Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,GAYA,GAYA JN,92,3,20,19:35:00,16:15:00,63250,0,0,0,0,0,0
63252,Gaya Patna Passenger MEMU,MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,92,3,0,18:00:00,15:00:00,63251,0,0,0,0,0,0
63253,Patna Gaya Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,GAYA,GAYA JN,92,2,45,21:15:00,18:30:00,63252,0,0,0,0,0,0
63254,Gaya Patna Passenger MEMU,MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,92,3,25,21:35:00,18:10:00,63255,0,0,0,0,0,0
63255,Patna Gaya Passenger MEMU,MEMU,MEMU,ECR,PNBE,PATNA JN,GAYA,GAYA JN,92,3,0,01:00:00,22:00:00,63254,0,0,0,0,0,0
63256,Gaya Patna Passenger MEMU,MEMU,MEMU,ECR,GAYA,GAYA JN,PNBE,PATNA JN,92,2,41,00:01:00,21:20:00,63255,0,0,0,0,0,0
63501,HWH BWN FAST,MEMU,MEMU,ER,HWH,HOWRAH JN,BWN,BARDDHAMAN JN,107,1,50,03:40:00,01:50:00,63502,0,0,0,0,1,0
63502,BWN Howrah EMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,HWH,HOWRAH JN,105,2,22,00:20:00,21:58:00,63501,0,0,0,0,0,0
63505,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,55,06:05:00,04:10:00,,0,0,0,0,0,0
63509,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,50,09:15:00,07:25:00,,0,0,0,0,0,0
63511,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,55,10:35:00,08:40:00,,0,0,0,0,0,0
63513,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,50,11:50:00,10:00:00,,0,0,0,0,0,0
63515,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,50,13:55:00,12:05:00,,0,0,0,0,0,0
63519,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,55,17:15:00,15:20:00,63518,0,0,0,0,0,0
63521,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,50,17:55:00,16:05:00,,0,0,0,0,0,0
63523,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,55,19:15:00,17:20:00,,0,0,0,0,0,0
63597,Ranchi Asansol MEMU,MEMU,MEMU,ER,RNC,RANCHI,ASN,ASANSOL JN,199,6,15,17:45:00,11:30:00,63598,0,0,0,0,0,0
63598,Asansol Ranchi MEMU,MEMU,MEMU,ER,ASN,ASANSOL JN,RNC,RANCHI,198,5,45,11:05:00,05:20:00,63597,0,0,0,0,0,0
13155,KOLKATA CHITPUR - SITAMARHI Mithilanchal Exp,Exp,Express,ER,KOAA,KOLKATA CHITPUR,SMI,SITAMARHI JN,552,12,15,09:10:00,20:55:00,13156,1,1,0,0,0,0
53042,JAYNAGAR - HOWRAH Passenger,Pass,Passenger,ER,JYG,JAYNAGAR,HWH,HOWRAH JN,730,28,20,23:05:00,18:45:00,53041,0,0,0,0,0,0
54159,Jhansi Banda Passenger,Pass,Passenger,NCR,JHS,JHANSI JN,BNDA,BANDA JN,191,4,20,16:50:00,12:30:00,54160,0,0,0,0,0,0
63525,Barddhaman Asansol mEMU,MEMU,MEMU,ER,BWN,BARDDHAMAN JN,ASN,ASANSOL JN,106,1,55,22:00:00,20:05:00,,0,0,0,0,0,0
63541,ASANSOL-GOMOH PASSENGER (MEMU),MEMU,MEMU,ER,ASN,ASANSOL JN,GMO,GOMOH JN,87,1,53,07:03:00,05:10:00,63542,0,0,0,0,0,0
63542,Gomoh-Asansol MEMU,MEMU,MEMU,ER,GMO,GOMOH JN,ASN,ASANSOL JN,87,2,0,09:20:00,07:20:00,63541,0,0,0,0,0,0
63543,ASANSOL GOMOH PASS,MEMU,MEMU,ER,ASN,ASANSOL JN,GMO,GOMOH JN,87,2,5,20:15:00,18:10:00,63542,0,0,0,0,0,0
63544,Gomoh Asansol Passenger MEMU,MEMU,MEMU,ER,GMO,GOMOH JN,ASN,ASANSOL JN,87,1,50,23:00:00,21:10:00,63543,0,0,0,0,0,0
63546,Dhanbad Asansol Passenger MEMU,MEMU,MEMU,ER,DHN,DHANBAD JN,ASN,ASANSOL JN,58,1,20,11:10:00,09:50:00,63545,0,0,0,0,0,0
63547,Dhanbad Hazaribagh Passenger MEMU,MEMU,MEMU,ER,DHN,DHANBAD JN,HZD,HAZARIBAGH ROAD,90,1,25,16:55:00,15:30:00,,0,0,0,0,0,0
63549,Hazaribagh Road-Gaya Passenger,MEMU,MEMU,ER,HZD,HAZARIBAGH ROAD,GAYA,GAYA JN,109,2,53,20:10:00,17:17:00,,0,0,0,0,0,0
63550,Koderma Dhanbad Passenger MEMU,MEMU,MEMU,ER,KQR,KODERMA,DHN,DHANBAD JN,133,2,25,09:45:00,07:20:00,,0,0,0,0,0,0
63551,Asansol Dhanbad Passenger MEMU,MEMU,MEMU,ER,ASN,ASANSOL JN,DHN,DHANBAD JN,58,1,20,00:20:00,23:00:00,63552,0,0,0,0,0,0
63552,Dhanbad Asansol Passenger MEMU,MEMU,MEMU,ER,DHN,DHANBAD JN,ASN,ASANSOL JN,58,1,20,04:50:00,03:30:00,63551,0,0,0,0,0,0
63556,Asansol Purulia MEMU Passenger,MEMU,MEMU,ER,ASN,ASANSOL JN,PRR,PURULIA JN,80,2,23,13:15:00,10:52:00,,0,0,0,0,0,0
63561,asansol jasidih mEMU,MEMU,MEMU,ER,ASN,ASANSOL JN,JSME,JASIDIH JN,111,2,10,09:40:00,07:30:00,,0,0,0,0,0,0
63562,baidyanath dham asansol passenger,MEMU,MEMU,ER,BDME,Baidyanathdham Deoghar,ASN,ASANSOL JN,117,2,40,06:50:00,04:10:00,,0,0,0,0,0,0
63563,Asansol Jasidh MEMU,MEMU,MEMU,ER,ASN,ASANSOL JN,JSME,JASIDIH JN,110,2,8,22:40:00,20:32:00,63564,0,0,0,0,0,0
63564,jasidih Asansol mEMU,MEMU,MEMU,ER,JSME,JASIDIH JN,ASN,ASANSOL JN,111,2,10,19:50:00,17:40:00,63563,0,0,0,0,0,0
63567,Asansol Jhajha Passenger,MEMU,MEMU,ER,ASN,ASANSOL JN,JAJ,JHAJHA,154,3,20,12:55:00,09:35:00,63568,0,0,0,0,0,0
63568,jhajha asansol memu,MEMU,MEMU,ER,JAJ,JHAJHA,ASN,ASANSOL JN,155,3,20,16:40:00,13:20:00,63567,0,0,0,0,0,0
63569,Asansol jasidih mEMU,MEMU,MEMU,ER,ASN,ASANSOL JN,JSME,JASIDIH JN,111,2,15,19:40:00,17:25:00,,0,0,0,0,0,0
63570,Baidyanathdham Asansol Passenger,MEMU,MEMU,ER,BDME,Baidyanathdham Deoghar,ASN,ASANSOL JN,117,2,40,09:00:00,06:20:00,,0,0,0,0,0,0
63572,Kiul Jasidih Passenger MEMU,MEMU,MEMU,ER,KIUL,KIUL JN,JSME,JASIDIH JN,97,2,30,08:20:00,05:50:00,,0,0,0,0,0,0
63574,Kiul Jhajha Passenger,MEMU,MEMU,ER,KIUL,KIUL JN,JSME,JASIDIH JN,97,2,25,16:35:00,14:10:00,,0,0,0,0,0,0
63591,Bokaro Steel City-Asansol Memu,MEMU,MEMU,ER,BKSC,BOKARO STEEL CITY,ASN,ASANSOL JN,140,3,10,18:50:00,15:40:00,63592,0,0,0,0,0,0
63592,Asansol-Bokaro Steel City MEMU,MEMU,MEMU,ER,ASN,ASANSOL JN,BKSC,BOKARO STEEL CITY,140,3,25,10:30:00,07:05:00,63591,0,0,0,0,0,0
63593,Purulia Asansol MEMU Passenger,MEMU,MEMU,ER,PRR,PURULIA JN,ASN,ASANSOL JN,80,2,25,16:45:00,14:20:00,63594,0,0,0,0,0,0
63594,Asansol-Purulia MEMU,MEMU,MEMU,?,ASN,ASANSOL JN,PRR,PURULIA JN,80,2,23,13:15:00,10:52:00,63593,0,0,0,0,0,0
63595,Bokaro Steel City-Asansol MEMU,MEMU,MEMU,ER,BKSC,BOKARO STEEL CITY,ASN,ASANSOL JN,194,5,10,08:50:00,03:40:00,63596,0,0,0,0,0,0
63596,Asansol-Bokaro Steel City MEMU,MEMU,MEMU,ER,ASN,ASANSOL JN,BKSC,BOKARO STEEL CITY,146,4,40,22:30:00,17:50:00,63595,0,0,0,0,0,0
64001,Delhi Panipat EMU,MEMU,MEMU,NR,DLI,OLD DELHI,PNP,PANIPAT JN,88,2,15,21:45:00,19:30:00,64002,0,0,0,0,0,0
64002,Panipat Delhi EMU,MEMU,MEMU,NR,PNP,PANIPAT JN,DLI,OLD DELHI,88,2,15,08:45:00,06:30:00,64001,0,0,0,0,0,0
