service_date,station,source_train,target_train,source_arr_delay,target_arr_delay,gap_minutes,risk_score,risk_band,warning_priority,alert_message
2024-09-15,ASN,12987,18182,2.0,11.0,4.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 12987 may propagate delay to Train 18182 (risk 51.2%)
2024-09-02,ASN,15048,13009,0.0,7.0,2.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 15048 may propagate delay to Train 13009 (risk 51.2%)
2024-09-05,ASN,12987,18181,0.0,21.0,6.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 12987 may propagate delay to Train 18181 (risk 51.2%)
2024-09-17,ASN,28182,18181,0.0,13.0,3.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 28182 may propagate delay to Train 18181 (risk 51.2%)
2024-09-16,ASN,15048,13009,0.0,9.0,4.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 15048 may propagate delay to Train 13009 (risk 51.2%)
2024-09-13,ASN,3229,12987,0.0,12.0,2.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 3229 may propagate delay to Train 12987 (risk 51.2%)
2024-09-12,ASN,18182,18181,0.0,14.0,4.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 18182 may propagate delay to Train 18181 (risk 51.2%)
2024-09-15,ASN,13514,12351,0.0,22.0,1.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 13514 may propagate delay to Train 12351 (risk 51.2%)
2024-09-07,ASN,22388,13105,0.0,9.0,1.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 22388 may propagate delay to Train 13105 (risk 51.2%)
2024-09-07,ASN,13168,12312,0.0,14.0,2.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 13168 may propagate delay to Train 12312 (risk 51.2%)
2024-09-04,ASN,13158,13185,0.0,15.0,4.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 13158 may propagate delay to Train 13185 (risk 51.2%)
2024-09-04,ASN,13403,12311,0.0,11.0,2.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 13403 may propagate delay to Train 12311 (risk 51.2%)
2024-09-28,ASN,22388,13105,0.0,9.0,1.0,0.5117439102711457,ELEVATED,MODERATE,ASN: Train 22388 may propagate delay to Train 13105 (risk 51.2%)
2024-09-04,CKTD,19483,11107,44.0,109.0,28.0,0.5117423654742626,ELEVATED,MODERATE,CKTD: Train 19483 may propagate delay to Train 11107 (risk 51.2%)
2024-09-20,BE,12430,12370,38.0,23.0,15.0,0.5117279034566196,ELEVATED,MODERATE,BE: Train 12430 may propagate delay to Train 12370 (risk 51.2%)
2024-09-12,BJU,13419,15708,45.0,118.0,8.0,0.5117193446810729,ELEVATED,MODERATE,BJU: Train 13419 may propagate delay to Train 15708 (risk 51.2%)
2024-09-29,BE,15273,14208,32.0,125.0,3.0,0.511716919361757,ELEVATED,MODERATE,BE: Train 15273 may propagate delay to Train 14208 (risk 51.2%)
2024-09-15,JU,22995,12490,0.0,26.0,26.0,0.5117143809131496,ELEVATED,MODERATE,JU: Train 22995 may propagate delay to Train 12490 (risk 51.2%)
2024-09-05,CTC,22808,12837,0.0,3.0,8.0,0.5117126722889996,ELEVATED,MODERATE,CTC: Train 22808 may propagate delay to Train 12837 (risk 51.2%)
2024-09-08,RMGM,16315,20659,113.0,6.0,13.0,0.5117001971316898,ELEVATED,MODERATE,RMGM: Train 16315 may propagate delay to Train 20659 (risk 51.2%)
2024-09-11,TCR,17230,12618,63.0,420.0,22.0,0.511699196814517,ELEVATED,MODERATE,TCR: Train 17230 may propagate delay to Train 12618 (risk 51.2%)
2024-09-03,JU,20485,14888,4.0,47.0,23.0,0.5116985711569535,ELEVATED,MODERATE,JU: Train 20485 may propagate delay to Train 14888 (risk 51.2%)
2024-09-09,DURG,18109,12859,15.0,31.0,6.0,0.5116961791838108,ELEVATED,MODERATE,DURG: Train 18109 may propagate delay to Train 12859 (risk 51.2%)
2024-09-05,JBP,22353,17610,48.0,29.0,1.0,0.5116935364755971,ELEVATED,MODERATE,JBP: Train 22353 may propagate delay to Train 17610 (risk 51.2%)
2024-09-20,BUI,15231,15715,118.0,23.0,25.0,0.5116919250369372,ELEVATED,MODERATE,BUI: Train 15231 may propagate delay to Train 15715 (risk 51.2%)
2024-09-04,TEL,17655,22535,29.0,199.0,10.0,0.5116918996947315,ELEVATED,MODERATE,TEL: Train 17655 may propagate delay to Train 22535 (risk 51.2%)
2024-09-20,TEL,12077,17405,25.0,103.0,8.0,0.5116918996947315,ELEVATED,MODERATE,TEL: Train 12077 may propagate delay to Train 17405 (risk 51.2%)
2024-09-23,TEL,12616,16318,23.0,94.0,15.0,0.5116918996947315,ELEVATED,MODERATE,TEL: Train 12616 may propagate delay to Train 16318 (risk 51.2%)
2024-09-02,CNB,12562,12595,23.0,6.0,3.0,0.5116904539443817,ELEVATED,MODERATE,CNB: Train 12562 may propagate delay to Train 12595 (risk 51.2%)
2024-09-21,CTC,2832,18425,2.0,19.0,27.0,0.5116877718358953,ELEVATED,MODERATE,CTC: Train 2832 may propagate delay to Train 18425 (risk 51.2%)
2024-09-01,CTC,22896,12821,0.0,15.0,28.0,0.5116877718358953,ELEVATED,MODERATE,CTC: Train 22896 may propagate delay to Train 12821 (risk 51.2%)
2024-09-03,CTC,22807,12146,0.0,32.0,27.0,0.5116877718358953,ELEVATED,MODERATE,CTC: Train 22807 may propagate delay to Train 12146 (risk 51.2%)
2024-09-06,CTC,12277,20835,0.0,14.0,28.0,0.5116877718358953,ELEVATED,MODERATE,CTC: Train 12277 may propagate delay to Train 20835 (risk 51.2%)
2024-09-08,CNB,12988,12555,15.0,23.0,21.0,0.511687127284577,ELEVATED,MODERATE,CNB: Train 12988 may propagate delay to Train 12555 (risk 51.2%)
2024-09-28,NN,12809,18029,115.0,54.0,14.0,0.5116805919687172,ELEVATED,MODERATE,NN: Train 12809 may propagate delay to Train 18029 (risk 51.2%)
2024-09-27,PURI,20835,12801,14.0,2.0,3.0,0.5116770340911716,ELEVATED,MODERATE,PURI: Train 20835 may propagate delay to Train 12801 (risk 51.2%)
2024-09-22,GD,13020,12556,6.0,152.0,6.0,0.5116749044657142,ELEVATED,MODERATE,GD: Train 13020 may propagate delay to Train 12556 (risk 51.2%)
2024-09-23,TNA,12619,12072,5.0,6.0,19.0,0.5116698972956104,ELEVATED,MODERATE,TNA: Train 12619 may propagate delay to Train 12072 (risk 51.2%)
2024-09-11,NZM,22633,12715,0.0,0.0,4.0,0.5116626325652959,ELEVATED,MODERATE,NZM: Train 22633 may propagate delay to Train 12715 (risk 51.2%)
2024-09-07,NZM,22691,12217,0.0,0.0,4.0,0.5116626325652959,ELEVATED,MODERATE,NZM: Train 22691 may propagate delay to Train 12217 (risk 51.2%)
2024-09-30,CLT,22114,16305,64.0,15.0,26.0,0.5116541393310258,ELEVATED,MODERATE,CLT: Train 22114 may propagate delay to Train 16305 (risk 51.2%)
2024-09-20,LDH,11058,22429,64.0,4.0,25.0,0.5116541393310258,ELEVATED,MODERATE,LDH: Train 11058 may propagate delay to Train 22429 (risk 51.2%)
2024-09-16,TDD,17206,22701,64.0,8.0,23.0,0.5116541393310258,ELEVATED,MODERATE,TDD: Train 17206 may propagate delay to Train 22701 (risk 51.2%)
2024-09-09,JJKR,18449,12277,64.0,23.0,24.0,0.5116541393310258,ELEVATED,MODERATE,JJKR: Train 18449 may propagate delay to Train 12277 (risk 51.2%)
2024-09-24,TKJ,14211,12056,64.0,9.0,24.0,0.5116541393310258,ELEVATED,MODERATE,TKJ: Train 14211 may propagate delay to Train 12056 (risk 51.2%)
2024-09-28,ETW,5733,12303,515.0,48.0,9.0,0.5116532868426749,ELEVATED,MODERATE,ETW: Train 5733 may propagate delay to Train 12303 (risk 51.2%)
2024-09-13,HD,12137,22538,360.0,70.0,27.0,0.5116507837321282,ELEVATED,MODERATE,HD: Train 12137 may propagate delay to Train 22538 (risk 51.2%)
2024-09-06,BAU,12716,19046,328.0,34.0,11.0,0.5116491619696708,ELEVATED,MODERATE,BAU: Train 12716 may propagate delay to Train 19046 (risk 51.2%)
2024-09-13,BAU,15018,12628,209.0,10.0,14.0,0.5116491619696708,ELEVATED,MODERATE,BAU: Train 15018 may propagate delay to Train 12628 (risk 51.2%)
2024-09-04,RTM,9112,12449,111.0,73.0,7.0,0.5116479566020334,ELEVATED,MODERATE,RTM: Train 9112 may propagate delay to Train 12449 (risk 51.2%)
2024-09-04,TBM,12759,20635,181.0,28.0,15.0,0.5116333247097073,ELEVATED,MODERATE,TBM: Train 12759 may propagate delay to Train 20635 (risk 51.2%)
2024-09-24,BSB,22177,14003,0.0,239.0,9.0,0.5116208577103734,ELEVATED,MODERATE,BSB: Train 22177 may propagate delay to Train 14003 (risk 51.2%)
2024-09-16,BSB,15018,12562,0.0,191.0,6.0,0.5116208577103734,ELEVATED,MODERATE,BSB: Train 15018 may propagate delay to Train 12562 (risk 51.2%)
2024-09-28,BSB,15103,13168,0.0,126.0,6.0,0.5116208577103734,ELEVATED,MODERATE,BSB: Train 15103 may propagate delay to Train 13168 (risk 51.2%)
2024-09-20,GDR,17487,18190,15.0,10.0,2.0,0.5116189717039876,ELEVATED,MODERATE,GDR: Train 17487 may propagate delay to Train 18190 (risk 51.2%)
2024-09-05,BE,15127,12391,0.0,45.0,19.0,0.5116065959921727,ELEVATED,MODERATE,BE: Train 15127 may propagate delay to Train 12391 (risk 51.2%)
2024-09-14,BE,22489,22453,0.0,29.0,18.0,0.5116065959921727,ELEVATED,MODERATE,BE: Train 22489 may propagate delay to Train 22453 (risk 51.2%)
2024-09-14,CRJ,3043,13287,32.0,187.0,16.0,0.5116065397513466,ELEVATED,MODERATE,CRJ: Train 3043 may propagate delay to Train 13287 (risk 51.2%)
2024-09-09,TPTY,17249,12846,2.0,68.0,26.0,0.5116025888012704,ELEVATED,MODERATE,TPTY: Train 17249 may propagate delay to Train 12846 (risk 51.2%)
2024-09-22,TPTY,17482,7581,2.0,29.0,22.0,0.5116025888012704,ELEVATED,MODERATE,TPTY: Train 17482 may propagate delay to Train 7581 (risk 51.2%)
2024-09-06,TPTY,12793,17209,0.0,45.0,25.0,0.5116025888012704,ELEVATED,MODERATE,TPTY: Train 12793 may propagate delay to Train 17209 (risk 51.2%)
2024-09-08,TPTY,17250,12626,0.0,69.0,24.0,0.5116025888012704,ELEVATED,MODERATE,TPTY: Train 17250 may propagate delay to Train 12626 (risk 51.2%)
2024-09-12,JU,19223,12479,39.0,11.0,7.0,0.5115989826553499,ELEVATED,MODERATE,JU: Train 19223 may propagate delay to Train 12479 (risk 51.2%)
2024-09-17,MAS,22638,22180,0.0,0.0,1.0,0.51159694163706,ELEVATED,MODERATE,MAS: Train 22638 may propagate delay to Train 22180 (risk 51.2%)
2024-09-22,MAS,20678,12621,0.0,0.0,1.0,0.51159694163706,ELEVATED,MODERATE,MAS: Train 20678 may propagate delay to Train 12621 (risk 51.2%)
2024-09-19,MAS,20678,12621,0.0,0.0,1.0,0.51159694163706,ELEVATED,MODERATE,MAS: Train 20678 may propagate delay to Train 12621 (risk 51.2%)
2024-09-19,MAS,12676,12657,0.0,0.0,1.0,0.51159694163706,ELEVATED,MODERATE,MAS: Train 12676 may propagate delay to Train 12657 (risk 51.2%)
2024-09-18,MAS,22625,12077,0.0,0.0,1.0,0.51159694163706,ELEVATED,MODERATE,MAS: Train 22625 may propagate delay to Train 12077 (risk 51.2%)
2024-09-27,MAS,12077,22625,0.0,0.0,1.0,0.51159694163706,ELEVATED,MODERATE,MAS: Train 12077 may propagate delay to Train 22625 (risk 51.2%)
2024-09-23,MAS,22625,12077,0.0,0.0,1.0,0.51159694163706,ELEVATED,MODERATE,MAS: Train 22625 may propagate delay to Train 12077 (risk 51.2%)
2024-09-03,CPR,14006,12554,53.0,132.0,29.0,0.511594542669614,ELEVATED,MODERATE,CPR: Train 14006 may propagate delay to Train 12554 (risk 51.2%)
2024-09-08,PNBE,12366,3255,0.0,0.0,1.0,0.5115942701175732,ELEVATED,MODERATE,PNBE: Train 12366 may propagate delay to Train 3255 (risk 51.2%)
2024-09-02,CRJ,12369,13288,622.0,4.0,17.0,0.5115940442565262,ELEVATED,MODERATE,CRJ: Train 12369 may propagate delay to Train 13288 (risk 51.2%)
2024-09-11,ANV,17243,12840,63.0,14.0,22.0,0.5115900692523546,ELEVATED,MODERATE,ANV: Train 17243 may propagate delay to Train 12840 (risk 51.2%)
2024-09-16,MABD,17660,11019,63.0,83.0,22.0,0.5115900692523546,ELEVATED,MODERATE,MABD: Train 17660 may propagate delay to Train 11019 (risk 51.2%)
2024-09-07,PRYJ,22437,5219,0.0,102.0,17.0,0.5115889437624425,ELEVATED,MODERATE,PRYJ: Train 22437 may propagate delay to Train 5219 (risk 51.2%)
2024-09-20,PRYJ,15483,5672,0.0,110.0,15.0,0.5115889437624425,ELEVATED,MODERATE,PRYJ: Train 15483 may propagate delay to Train 5672 (risk 51.2%)
2024-09-25,PRYJ,12817,12423,0.0,108.0,21.0,0.5115889437624425,ELEVATED,MODERATE,PRYJ: Train 12817 may propagate delay to Train 12423 (risk 51.2%)
2024-09-21,GD,5283,15204,52.0,12.0,5.0,0.5115841342251198,ELEVATED,MODERATE,GD: Train 5283 may propagate delay to Train 15204 (risk 51.2%)
2024-09-18,GD,12532,12555,48.0,24.0,1.0,0.5115841342251198,ELEVATED,MODERATE,GD: Train 12532 may propagate delay to Train 12555 (risk 51.2%)
2024-09-04,EE,17250,17488,68.0,8.0,15.0,0.5115828750473725,ELEVATED,MODERATE,EE: Train 17250 may propagate delay to Train 17488 (risk 51.2%)
2024-09-07,TPTY,12797,12645,0.0,20.0,25.0,0.5115828724671075,ELEVATED,MODERATE,TPTY: Train 12797 may propagate delay to Train 12645 (risk 51.2%)
2024-09-27,BE,18104,22418,24.0,23.0,15.0,0.5115808674327537,ELEVATED,MODERATE,BE: Train 18104 may propagate delay to Train 22418 (risk 51.2%)
2024-09-20,SMVJ,12060,20451,167.0,26.0,27.0,0.5115772511361699,ELEVATED,MODERATE,SMVJ: Train 12060 may propagate delay to Train 20451 (risk 51.2%)
2024-09-09,BJU,12487,12506,24.0,126.0,7.0,0.5115723086572072,ELEVATED,MODERATE,BJU: Train 12487 may propagate delay to Train 12506 (risk 51.2%)
2024-09-27,STA,9344,12293,66.0,20.0,4.0,0.5115689801056932,ELEVATED,MODERATE,STA: Train 9344 may propagate delay to Train 12293 (risk 51.2%)
2024-09-22,STA,12519,22536,65.0,13.0,8.0,0.5115689801056932,ELEVATED,MODERATE,STA: Train 12519 may propagate delay to Train 22536 (risk 51.2%)
2024-09-25,JU,12466,14661,2.0,21.0,29.0,0.5115663076426017,ELEVATED,MODERATE,JU: Train 12466 may propagate delay to Train 14661 (risk 51.2%)
2024-09-01,JU,14864,15013,0.0,30.0,29.0,0.5115663076426017,ELEVATED,MODERATE,JU: Train 14864 may propagate delay to Train 15013 (risk 51.2%)
2024-09-26,JU,14802,19223,0.0,18.0,28.0,0.5115663076426017,ELEVATED,MODERATE,JU: Train 14802 may propagate delay to Train 19223 (risk 51.2%)
2024-09-04,JU,22977,22422,0.0,39.0,28.0,0.5115663076426017,ELEVATED,MODERATE,JU: Train 22977 may propagate delay to Train 22422 (risk 51.2%)
2024-09-29,CNB,2576,11123,226.0,4.0,3.0,0.5115636673980145,ELEVATED,MODERATE,CNB: Train 2576 may propagate delay to Train 11123 (risk 51.2%)
2024-09-15,GD,12532,15070,53.0,60.0,22.0,0.5115629515809186,ELEVATED,MODERATE,GD: Train 12532 may propagate delay to Train 15070 (risk 51.2%)
2024-09-02,DURG,12833,12859,10.0,10.0,20.0,0.511561020871507,ELEVATED,MODERATE,DURG: Train 12833 may propagate delay to Train 12859 (risk 51.2%)
2024-09-02,GHY,13181,20501,0.0,20.0,25.0,0.5115604361442164,ELEVATED,MODERATE,GHY: Train 13181 may propagate delay to Train 20501 (risk 51.2%)
2024-09-02,GHY,15615,15603,0.0,52.0,26.0,0.5115604361442164,ELEVATED,MODERATE,GHY: Train 15615 may propagate delay to Train 15603 (risk 51.2%)
2024-09-20,GHY,15613,7029,0.0,75.0,24.0,0.5115604361442164,ELEVATED,MODERATE,GHY: Train 15613 may propagate delay to Train 7029 (risk 51.2%)
2024-09-27,GHY,5697,15903,0.0,23.0,23.0,0.5115604361442164,ELEVATED,MODERATE,GHY: Train 5697 may propagate delay to Train 15903 (risk 51.2%)
2024-09-27,TNA,12134,11020,0.0,113.0,25.0,0.5115519573502367,ELEVATED,MODERATE,TNA: Train 12134 may propagate delay to Train 11020 (risk 51.2%)
2024-09-13,ALJN,14117,12397,90.0,147.0,15.0,0.5115483133778828,ELEVATED,MODERATE,ALJN: Train 14117 may propagate delay to Train 12397 (risk 51.2%)
2024-09-05,DLI,19609,15014,20.0,0.0,30.0,0.5115442042945446,ELEVATED,MODERATE,DLI: Train 19609 may propagate delay to Train 15014 (risk 51.2%)
2024-09-22,PRYJ,12801,11056,51.0,244.0,8.0,0.5115425834987937,ELEVATED,MODERATE,PRYJ: Train 12801 may propagate delay to Train 11056 (risk 51.2%)
2024-09-15,PRYJ,12560,2526,51.0,158.0,7.0,0.5115425834987937,ELEVATED,MODERATE,PRYJ: Train 12560 may propagate delay to Train 2526 (risk 51.2%)
2024-09-15,KGP,12703,18627,262.0,25.0,26.0,0.5115417259429897,ELEVATED,MODERATE,KGP: Train 12703 may propagate delay to Train 18627 (risk 51.2%)
2024-09-27,PNVL,20112,9626,0.0,73.0,3.0,0.5115391613182634,ELEVATED,MODERATE,PNVL: Train 20112 may propagate delay to Train 9626 (risk 51.2%)
2024-09-06,PNVL,22656,1168,0.0,72.0,1.0,0.5115391613182634,ELEVATED,MODERATE,PNVL: Train 22656 may propagate delay to Train 1168 (risk 51.2%)
2024-09-06,RIG,8186,12860,18.0,112.0,4.0,0.5115250722070477,ELEVATED,MODERATE,RIG: Train 8186 may propagate delay to Train 12860 (risk 51.2%)
2024-09-23,TNA,12107,12125,12.0,8.0,7.0,0.5115163296052728,ELEVATED,MODERATE,TNA: Train 12107 may propagate delay to Train 12125 (risk 51.2%)
2024-09-18,JBP,19045,15017,2.0,6.0,24.0,0.5115116943941233,ELEVATED,MODERATE,JBP: Train 19045 may propagate delay to Train 15017 (risk 51.2%)
2024-09-29,KOO,13228,13332,63.0,10.0,21.0,0.5115109913055014,ELEVATED,MODERATE,KOO: Train 13228 may propagate delay to Train 13332 (risk 51.2%)
2024-09-13,RDM,17011,12511,63.0,54.0,21.0,0.5115109913055014,ELEVATED,MODERATE,RDM: Train 17011 may propagate delay to Train 12511 (risk 51.2%)
2024-09-21,MABD,12749,12737,63.0,62.0,10.0,0.5115098698065901,ELEVATED,MODERATE,MABD: Train 12749 may propagate delay to Train 12737 (risk 51.2%)
2024-09-16,KYN,11030,17612,63.0,19.0,11.0,0.5115098698065901,ELEVATED,MODERATE,KYN: Train 11030 may propagate delay to Train 17612 (risk 51.2%)
2024-09-24,AF,14864,12988,63.0,41.0,13.0,0.5115098698065901,ELEVATED,MODERATE,AF: Train 14864 may propagate delay to Train 12988 (risk 51.2%)
2024-09-04,DD,22159,1462,63.0,15.0,17.0,0.5115098698065901,ELEVATED,MODERATE,DD: Train 22159 may propagate delay to Train 1462 (risk 51.2%)
2024-09-06,DAA,11123,19665,63.0,4.0,5.0,0.5115098698065901,ELEVATED,MODERATE,DAA: Train 11123 may propagate delay to Train 19665 (risk 51.2%)
2024-09-12,BUW,19038,11123,63.0,63.0,12.0,0.5115098698065901,ELEVATED,MODERATE,BUW: Train 19038 may propagate delay to Train 11123 (risk 51.2%)
2024-09-15,GOTN,14707,22422,63.0,6.0,1.0,0.5115098698065901,ELEVATED,MODERATE,GOTN: Train 14707 may propagate delay to Train 22422 (risk 51.2%)
2024-09-17,MABD,12706,18046,63.0,54.0,16.0,0.5115098698065901,ELEVATED,MODERATE,MABD: Train 12706 may propagate delay to Train 18046 (risk 51.2%)
2024-09-21,SSM,13009,12987,63.0,4.0,13.0,0.5115098698065901,ELEVATED,MODERATE,SSM: Train 13009 may propagate delay to Train 12987 (risk 51.2%)
2024-09-26,KAWR,12617,20923,63.0,43.0,4.0,0.5115098698065901,ELEVATED,MODERATE,KAWR: Train 12617 may propagate delay to Train 20923 (risk 51.2%)
2024-09-01,HRI,13308,13006,63.0,40.0,15.0,0.5115098698065901,ELEVATED,MODERATE,HRI: Train 13308 may propagate delay to Train 13006 (risk 51.2%)
2024-09-15,KOJ,15946,13173,63.0,34.0,16.0,0.5115098698065901,ELEVATED,MODERATE,KOJ: Train 15946 may propagate delay to Train 13173 (risk 51.2%)
2024-09-23,MZP,22177,12394,63.0,6.0,16.0,0.5115098698065901,ELEVATED,MODERATE,MZP: Train 22177 may propagate delay to Train 12394 (risk 51.2%)
2024-09-19,NPD,18517,18529,63.0,46.0,13.0,0.5115098698065901,ELEVATED,MODERATE,NPD: Train 18517 may propagate delay to Train 18529 (risk 51.2%)
2024-09-28,ST,22927,22944,63.0,10.0,5.0,0.5115098698065901,ELEVATED,MODERATE,ST: Train 22927 may propagate delay to Train 22944 (risk 51.2%)
2024-09-18,OGL,12615,17247,63.0,17.0,4.0,0.5115098698065901,ELEVATED,MODERATE,OGL: Train 12615 may propagate delay to Train 17247 (risk 51.2%)
2024-09-19,PTKC,13151,11077,63.0,8.0,17.0,0.5115098698065901,ELEVATED,MODERATE,PTKC: Train 13151 may propagate delay to Train 11077 (risk 51.2%)
2024-09-12,DEE,22402,15014,63.0,17.0,3.0,0.5115098698065901,ELEVATED,MODERATE,DEE: Train 22402 may propagate delay to Train 15014 (risk 51.2%)
2024-09-21,KUN,14796,12498,63.0,32.0,8.0,0.5115098698065901,ELEVATED,MODERATE,KUN: Train 14796 may propagate delay to Train 12498 (risk 51.2%)
2024-09-21,MTJ,12626,13240,61.0,17.0,28.0,0.5115042256431047,ELEVATED,MODERATE,MTJ: Train 12626 may propagate delay to Train 13240 (risk 51.2%)
2024-09-18,CTC,12822,12815,27.0,20.0,23.0,0.511502447028382,ELEVATED,MODERATE,CTC: Train 12822 may propagate delay to Train 12815 (risk 51.2%)
2024-09-04,RJN,12102,12905,114.0,20.0,25.0,0.5114989851484847,ELEVATED,MODERATE,RJN: Train 12102 may propagate delay to Train 12905 (risk 51.1%)
2024-09-10,JBP,12182,3418,9.0,391.0,22.0,0.5114942868558148,ELEVATED,MODERATE,JBP: Train 12182 may propagate delay to Train 3418 (risk 51.1%)
2024-09-24,TEL,12734,12615,31.0,5.0,14.0,0.5114911875635958,ELEVATED,MODERATE,TEL: Train 12734 may propagate delay to Train 12615 (risk 51.1%)
2024-09-29,MFP,13225,15048,65.0,22.0,12.0,0.511484427883377,ELEVATED,MODERATE,MFP: Train 13225 may propagate delay to Train 15048 (risk 51.1%)
2024-09-14,ETW,22431,12304,85.0,30.0,8.0,0.5114838445733901,ELEVATED,MODERATE,ETW: Train 22431 may propagate delay to Train 12304 (risk 51.1%)
2024-09-29,ASN,13151,12369,9.0,5.0,10.0,0.5114831782148274,ELEVATED,MODERATE,ASN: Train 13151 may propagate delay to Train 12369 (risk 51.1%)
2024-09-29,GHY,15603,13174,2.0,72.0,15.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 15603 may propagate delay to Train 13174 (risk 51.1%)
2024-09-04,GHY,15666,15665,0.0,16.0,1.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 15666 may propagate delay to Train 15665 (risk 51.1%)
2024-09-10,GHY,15817,13174,0.0,16.0,1.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 15817 may propagate delay to Train 13174 (risk 51.1%)
2024-09-15,GHY,15417,15818,0.0,19.0,9.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 15417 may propagate delay to Train 15818 (risk 51.1%)
2024-09-02,GHY,12067,12510,0.0,8.0,2.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 12067 may propagate delay to Train 12510 (risk 51.1%)
2024-09-24,GHY,15616,12424,0.0,41.0,16.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 15616 may propagate delay to Train 12424 (risk 51.1%)
2024-09-03,GHY,15611,12424,0.0,62.0,12.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 15611 may propagate delay to Train 12424 (risk 51.1%)
2024-09-12,GHY,15669,12520,0.0,38.0,7.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 15669 may propagate delay to Train 12520 (risk 51.1%)
2024-09-30,GHY,13181,20501,0.0,10.0,15.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 13181 may propagate delay to Train 20501 (risk 51.1%)
2024-09-26,GHY,22504,12508,0.0,51.0,1.0,0.5114813581973632,ELEVATED,MODERATE,GHY: Train 22504 may propagate delay to Train 12508 (risk 51.1%)
2024-09-16,DURE,12435,18183,128.0,70.0,28.0,0.5114785090455278,ELEVATED,MODERATE,DURE: Train 12435 may propagate delay to Train 18183 (risk 51.1%)
2024-09-09,AUBR,12398,22912,62.0,22.0,20.0,0.5114742816887461,ELEVATED,MODERATE,AUBR: Train 12398 may propagate delay to Train 22912 (risk 51.1%)
2024-09-11,RFJ,12398,14223,62.0,19.0,20.0,0.5114742816887461,ELEVATED,MODERATE,RFJ: Train 12398 may propagate delay to Train 14223 (risk 51.1%)
2024-09-02,SNP,13414,12012,62.0,8.0,20.0,0.5114742816887461,ELEVATED,MODERATE,SNP: Train 13414 may propagate delay to Train 12012 (risk 51.1%)
2024-09-03,RMU,15274,14119,62.0,5.0,19.0,0.5114742816887461,ELEVATED,MODERATE,RMU: Train 15274 may propagate delay to Train 14119 (risk 51.1%)
2024-09-24,WL,12787,16093,61.0,66.0,18.0,0.5114742816887461,ELEVATED,MODERATE,WL: Train 12787 may propagate delay to Train 16093 (risk 51.1%)
2024-09-14,TDL,14217,14218,61.0,3.0,20.0,0.5114742816887461,ELEVATED,MODERATE,TDL: Train 14217 may propagate delay to Train 14218 (risk 51.1%)
2024-09-19,BE,14004,15274,38.0,77.0,26.0,0.5114688929722394,ELEVATED,MODERATE,BE: Train 14004 may propagate delay to Train 15274 (risk 51.1%)
2024-09-20,TNA,17618,15018,18.0,299.0,13.0,0.5114653929005406,ELEVATED,MODERATE,TNA: Train 17618 may propagate delay to Train 15018 (risk 51.1%)
2024-09-27,NJP,22228,22612,0.0,4.0,4.0,0.5114512174247318,ELEVATED,MODERATE,NJP: Train 22228 may propagate delay to Train 22612 (risk 51.1%)
2024-09-24,GD,15273,15070,45.0,26.0,11.0,0.5114476406226579,ELEVATED,MODERATE,GD: Train 15273 may propagate delay to Train 15070 (risk 51.1%)
2024-09-05,GD,11123,15057,39.0,39.0,10.0,0.5114476406226579,ELEVATED,MODERATE,GD: Train 11123 may propagate delay to Train 15057 (risk 51.1%)
2024-09-23,GD,12531,22533,36.0,11.0,15.0,0.5114476406226579,ELEVATED,MODERATE,GD: Train 12531 may propagate delay to Train 22533 (risk 51.1%)
2024-09-01,FDB,12138,22167,34.0,136.0,9.0,0.5114447214689286,ELEVATED,MODERATE,FDB: Train 12138 may propagate delay to Train 22167 (risk 51.1%)
2024-09-05,FDB,12279,11842,24.0,142.0,5.0,0.5114447214689286,ELEVATED,MODERATE,FDB: Train 12279 may propagate delay to Train 11842 (risk 51.1%)
2024-09-01,TNA,22129,22105,3.0,14.0,7.0,0.5114423921203536,ELEVATED,MODERATE,TNA: Train 22129 may propagate delay to Train 22105 (risk 51.1%)
2024-09-21,TNA,11139,12809,0.0,17.0,7.0,0.5114423921203536,ELEVATED,MODERATE,TNA: Train 11139 may propagate delay to Train 12809 (risk 51.1%)
2024-09-06,TNA,22229,12051,0.0,16.0,7.0,0.5114423921203536,ELEVATED,MODERATE,TNA: Train 22229 may propagate delay to Train 12051 (risk 51.1%)
